,address,datetime,mint,maxt,temp,dew,humidity,heatindex,wspd,wgust,wdir,windchill,precip,precipcover,snowdepth,visibility,cloudcover,sealevelpressure,weathertype,latitude,longitude,resolvedAddress,name,info,conditions,airportName
90,"33.6367,-84.428101",03/31/2020,50.0,64.1,57.5,44.1,62.91,,22.9,45.8,235.83,44.2,0.34,16.67,0.0,9.6,76.8,1008.2,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
91,"33.6367,-84.428101",04/01/2020,42.2,60.2,51.0,35.1,55.35,,21.8,33.8,331.25,36.9,0.0,0.0,0.0,9.9,45.7,1013.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
92,"33.6367,-84.428101",04/02/2020,41.0,69.1,54.6,36.1,52.62,,11.4,,287.67,37.1,0.0,0.0,0.0,9.9,32.6,1017.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
93,"33.6367,-84.428101",04/03/2020,47.9,78.1,62.9,36.6,40.71,,10.3,18.3,275.33,44.7,0.0,0.0,0.0,9.9,45.3,1015.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
94,"33.6367,-84.428101",04/04/2020,56.0,75.8,66.5,41.1,40.98,,11.4,,180.79,,0.0,0.0,0.0,9.9,66.5,1014.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
95,"33.6367,-84.428101",04/05/2020,60.1,79.1,68.2,47.6,48.7,,6.9,,97.83,,0.0,0.0,0.0,9.9,66.2,1015.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
96,"33.6367,-84.428101",04/06/2020,57.8,82.1,70.0,52.8,57.43,80.9,12.7,24.2,222.83,,0.0,0.0,0.0,9.9,41.3,1018.0,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
97,"33.6367,-84.428101",04/07/2020,62.0,77.0,68.3,56.9,67.6,,15.0,23.2,251.17,,0.0,0.0,0.0,9.9,62.7,1016.7,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
98,"33.6367,-84.428101",04/08/2020,62.0,80.0,70.3,63.1,78.81,81.9,10.3,,268.79,,0.01,4.17,0.0,8.6,76.7,1010.6,"Mist, Light Drizzle, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
99,"33.6367,-84.428101",04/09/2020,62.0,78.2,69.2,53.3,61.7,,17.2,31.1,290.46,,0.19,16.67,0.0,9.7,61.1,1007.6,"Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
100,"33.6367,-84.428101",04/10/2020,47.9,62.9,57.1,26.3,31.3,,22.9,35.6,327.5,44.2,0.0,0.0,0.0,9.9,52.4,1013.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
101,"33.6367,-84.428101",04/11/2020,41.0,71.0,56.8,30.6,39.68,,11.3,,187.75,37.8,0.0,0.0,0.0,9.9,32.8,1017.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
102,"33.6367,-84.428101",04/12/2020,52.0,74.9,61.8,52.8,73.68,,20.7,35.6,112.67,,0.12,37.5,0.0,6.2,75.3,1012.0,"Mist, Light Drizzle, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
103,"33.6367,-84.428101",04/13/2020,56.9,73.1,66.8,54.8,66.46,,17.2,42.7,271.29,,0.79,20.83,0.0,9.3,46.8,1011.0,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
104,"33.6367,-84.428101",04/14/2020,47.0,71.0,58.0,43.5,60.55,,14.9,19.7,311.29,42.7,0.0,0.0,0.0,9.9,18.1,1016.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
105,"33.6367,-84.428101",04/15/2020,41.0,61.1,51.9,26.4,39.58,,17.2,24.1,327.08,33.1,0.0,0.0,0.0,9.9,53.1,1017.0,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
106,"33.6367,-84.428101",04/16/2020,42.1,69.1,56.4,28.9,36.21,,10.3,19.7,250.79,36.7,0.0,0.0,0.0,9.9,7.3,1023.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
107,"33.6367,-84.428101",04/17/2020,47.8,73.1,61.1,41.4,50.19,,15.0,21.9,133.42,48.3,0.0,0.0,0.0,9.9,40.5,1021.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
108,"33.6367,-84.428101",04/18/2020,56.9,69.2,62.6,45.1,56.07,,18.3,25.3,291.71,,0.17,12.5,0.0,9.7,59.7,1014.8,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
109,"33.6367,-84.428101",04/19/2020,47.9,53.9,52.1,45.4,79.44,,10.2,39.1,103.21,43.4,2.24,54.17,0.0,5.1,82.4,1012.0,"Lightning Without Thunder, Mist, Light Drizzle, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
110,"33.6367,-84.428101",04/20/2020,53.9,71.0,61.3,50.0,69.67,,18.3,26.4,262.0,,0.59,37.5,0.0,7.1,63.5,1006.7,"Mist, Light Drizzle, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
111,"33.6367,-84.428101",04/21/2020,53.0,74.0,63.7,45.4,52.91,,22.9,32.2,288.79,,0.0,0.0,0.0,9.9,20.6,1012.8,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
112,"33.6367,-84.428101",04/22/2020,48.8,71.9,61.8,39.4,45.73,,10.2,,224.67,44.9,0.0,0.0,0.0,9.9,54.3,1017.6,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
113,"33.6367,-84.428101",04/23/2020,53.9,65.9,58.9,54.0,84.18,,24.1,35.6,140.0,,0.79,54.17,0.0,9.0,80.4,1010.5,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
114,"33.6367,-84.428101",04/24/2020,57.8,71.9,64.6,55.1,72.74,,13.8,19.7,280.83,,0.0,4.17,0.0,9.9,63.2,1008.5,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
115,"33.6367,-84.428101",04/25/2020,56.0,79.1,66.8,53.0,63.46,,17.2,29.2,179.67,,0.0,4.17,0.0,9.9,55.3,1010.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
116,"33.6367,-84.428101",04/26/2020,53.0,68.0,59.0,43.9,57.98,,26.3,36.7,297.5,,0.0,0.0,0.0,9.9,58.6,1015.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
117,"33.6367,-84.428101",04/27/2020,46.1,71.9,59.2,38.4,49.62,,14.9,21.9,294.29,40.3,0.0,0.0,0.0,9.9,31.5,1021.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
118,"33.6367,-84.428101",04/28/2020,53.9,78.2,65.9,44.2,47.36,,10.3,16.1,174.54,,0.0,0.0,0.0,9.9,52.1,1020.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
119,"33.6367,-84.428101",04/29/2020,56.9,69.2,63.7,54.8,73.68,,17.2,33.3,195.0,,0.34,41.67,0.0,9.1,66.3,1011.5,"Lightning Without Thunder, Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
120,"33.6367,-84.428101",04/30/2020,53.0,62.9,57.6,48.6,73.05,,13.8,23.0,272.21,,0.01,4.17,0.0,9.9,54.3,1010.6,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
121,"33.6367,-84.428101",05/01/2020,47.9,74.0,61.2,41.9,52.18,,17.2,28.9,285.79,44.2,0.0,0.0,0.0,9.9,31.0,1016.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
122,"33.6367,-84.428101",05/02/2020,52.0,82.1,68.3,44.4,45.35,80.3,10.3,,203.33,,0.0,0.0,0.0,9.9,11.2,1020.1,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
123,"33.6367,-84.428101",05/03/2020,58.9,83.9,72.7,52.1,50.4,82.3,12.7,23.0,222.71,,0.0,0.0,0.0,9.9,26.7,1016.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
124,"33.6367,-84.428101",05/04/2020,61.1,83.9,74.6,59.3,59.59,85.3,9.1,,274.13,,0.0,0.0,0.0,9.9,42.8,1013.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
125,"33.6367,-84.428101",05/05/2020,65.9,83.9,74.5,62.5,67.19,85.7,19.6,26.4,255.25,,0.0,0.0,0.0,9.9,61.1,1011.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
126,"33.6367,-84.428101",05/06/2020,50.0,73.1,62.4,42.6,49.85,,25.2,40.3,306.17,46.3,0.0,8.33,0.0,9.9,36.7,1014.2,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
127,"33.6367,-84.428101",05/07/2020,44.9,69.2,57.1,36.9,50.08,,14.9,24.1,306.71,39.3,0.0,0.0,0.0,9.9,15.6,1019.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
128,"33.6367,-84.428101",05/08/2020,51.1,62.9,57.7,45.4,64.32,,21.8,29.8,192.96,,0.03,33.33,0.0,9.0,72.6,1015.1,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
129,"33.6367,-84.428101",05/09/2020,44.0,64.1,54.0,32.6,48.45,,18.3,25.3,303.33,39.5,0.0,0.0,0.0,9.9,51.5,1021.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
130,"33.6367,-84.428101",05/10/2020,44.0,74.0,59.9,35.8,42.97,,10.2,18.3,251.65,41.4,0.0,0.0,0.0,9.9,28.0,1022.0,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
131,"33.6367,-84.428101",05/11/2020,51.2,68.0,59.5,34.3,40.06,,18.3,27.7,309.58,,0.0,0.0,0.0,9.9,9.2,1021.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Clear,ATL
132,"33.6367,-84.428101",05/12/2020,48.8,73.1,61.2,39.0,45.15,,11.3,,174.29,47.0,0.0,0.0,0.0,9.9,45.9,1023.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
133,"33.6367,-84.428101",05/13/2020,56.0,79.1,67.4,50.4,55.83,,12.7,16.1,121.08,,0.0,0.0,0.0,9.9,65.0,1023.4,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
134,"33.6367,-84.428101",05/14/2020,62.0,82.1,70.8,56.1,62.22,81.7,11.4,18.3,132.75,,0.0,0.0,0.0,9.9,63.8,1022.9,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
135,"33.6367,-84.428101",05/15/2020,61.1,80.0,71.0,56.5,61.86,80.4,10.3,17.2,145.33,,0.0,0.0,0.0,9.9,53.6,1019.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
136,"33.6367,-84.428101",05/16/2020,62.9,83.9,74.1,57.8,58.96,83.2,11.4,,112.71,,0.0,0.0,0.0,9.9,57.4,1016.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
137,"33.6367,-84.428101",05/17/2020,65.0,84.8,74.7,61.3,64.9,85.4,13.8,20.8,140.21,,0.69,16.67,0.0,9.0,66.1,1014.2,"Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
138,"33.6367,-84.428101",05/18/2020,66.8,78.2,71.2,65.3,82.13,,11.4,34.4,141.0,,0.29,20.83,0.0,9.2,63.5,1009.7,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
139,"33.6367,-84.428101",05/19/2020,62.9,74.9,69.3,58.0,69.5,,16.1,24.1,260.33,,0.15,20.83,0.0,9.3,69.9,1008.1,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
140,"33.6367,-84.428101",05/20/2020,55.1,64.1,59.5,53.8,81.54,,17.2,21.9,67.5,,0.22,20.83,0.0,9.5,93.9,1012.7,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
141,"33.6367,-84.428101",05/21/2020,53.9,74.0,63.9,55.1,74.66,,9.1,,91.5,,0.0,0.0,0.0,9.0,76.6,1016.4,"Mist, Light Drizzle",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Overcast,ATL
142,"33.6367,-84.428101",05/22/2020,65.0,84.8,72.9,62.9,71.86,86.2,12.8,36.7,171.5,,0.29,20.83,0.0,9.8,57.3,1017.4,"Lightning Without Thunder, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
143,"33.6367,-84.428101",05/23/2020,65.0,84.8,75.8,65.5,72.03,86.6,11.3,19.7,208.17,,0.0,0.0,0.0,9.9,54.3,1017.9,"Lightning Without Thunder, Mist, Thunderstorm, Fog",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
144,"33.6367,-84.428101",05/24/2020,69.2,87.2,76.4,63.7,65.74,89.5,13.8,27.7,139.58,,0.0,4.17,0.0,9.9,65.3,1017.4,"Lightning Without Thunder, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
145,"33.6367,-84.428101",05/25/2020,68.0,83.9,74.5,65.2,74.25,85.7,20.7,34.4,102.58,,0.64,33.33,0.0,9.6,63.9,1017.2,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
146,"33.6367,-84.428101",05/26/2020,69.2,73.1,70.5,64.4,81.1,,17.1,25.3,99.17,,0.07,20.83,0.0,9.1,76.3,1016.8,"Mist, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
147,"33.6367,-84.428101",05/27/2020,65.9,73.1,69.7,64.7,84.49,,16.0,23.0,123.25,,1.39,45.83,0.0,7.6,89.2,1015.2,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
148,"33.6367,-84.428101",05/28/2020,66.8,83.9,74.9,66.3,76.65,85.3,16.0,23.0,144.79,,0.03,20.83,0.0,7.0,68.2,1015.9,"Mist, Light Drizzle, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
149,"33.6367,-84.428101",05/29/2020,71.0,83.0,74.9,67.7,79.01,85.2,11.4,,156.13,,0.05,12.5,0.0,9.7,58.5,1016.5,"Lightning Without Thunder, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
150,"33.6367,-84.428101",05/30/2020,68.0,86.0,77.0,62.6,63.93,86.1,12.7,20.8,282.5,,0.0,0.0,0.0,9.9,32.9,1016.4,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
151,"33.6367,-84.428101",05/31/2020,62.9,83.9,74.6,56.2,54.35,83.4,13.8,,245.57,,0.0,0.0,0.0,9.9,37.2,1017.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
152,"33.6367,-84.428101",06/01/2020,66.8,80.9,73.8,59.3,61.46,81.8,14.9,19.7,112.88,,0.0,0.0,0.0,9.9,58.5,1021.7,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
153,"33.6367,-84.428101",06/02/2020,65.9,84.8,75.7,60.3,60.03,84.8,9.1,,187.75,,0.0,0.0,0.0,9.9,66.4,1021.1,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
154,"33.6367,-84.428101",06/03/2020,70.0,86.0,78.3,65.1,64.94,88.3,10.3,,249.54,,0.0,0.0,0.0,9.9,65.3,1016.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
155,"33.6367,-84.428101",06/04/2020,71.0,88.1,79.0,66.2,67.22,89.5,11.4,43.6,233.67,,0.0,12.5,0.0,9.7,49.5,1013.7,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
156,"33.6367,-84.428101",06/05/2020,71.0,82.9,75.0,67.7,78.14,86.6,11.4,21.9,248.92,,0.28,29.17,0.0,9.7,44.9,1014.4,"Lightning Without Thunder, Mist, Thunderstorm, Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
157,"33.6367,-84.428101",06/06/2020,69.1,84.8,76.7,68.2,75.97,89.4,16.6,,220.63,,0.06,8.33,0.0,9.4,62.4,1015.3,"Rain, Heavy Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
158,"33.6367,-84.428101",06/07/2020,71.0,84.8,77.4,68.4,74.6,88.1,11.4,,119.88,,0.0,0.0,0.0,9.9,65.0,1013.8,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
159,"33.6367,-84.428101",06/08/2020,74.0,84.8,78.5,70.7,77.62,90.0,11.4,19.7,129.92,,0.0,0.0,0.0,9.8,67.5,1013.2,Lightning Without Thunder,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
160,"33.6367,-84.428101",06/09/2020,73.1,83.9,77.2,70.9,81.28,89.6,18.1,39.1,178.63,,0.32,33.33,0.0,9.3,61.6,1014.4,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
161,"33.6367,-84.428101",06/10/2020,73.1,83.0,76.4,71.4,84.8,89.7,14.9,25.8,205.63,,0.71,33.33,0.0,8.5,75.4,1014.7,"Lightning Without Thunder, Mist, Light Drizzle, Rain, Thunderstorm, Fog, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Overcast",ATL
162,"33.6367,-84.428101",06/11/2020,68.0,83.9,75.9,62.6,64.88,84.9,14.9,24.2,314.13,,0.0,12.5,0.0,9.9,37.4,1018.5,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
163,"33.6367,-84.428101",06/12/2020,65.9,87.2,76.8,60.8,58.78,87.2,18.3,21.9,147.92,,0.01,4.17,0.0,9.9,47.5,1019.2,"Rain, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
164,"33.6367,-84.428101",06/13/2020,69.1,87.2,78.2,57.4,50.85,85.1,12.6,20.8,70.63,,0.0,0.0,0.0,9.9,44.5,1018.6,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
165,"33.6367,-84.428101",06/14/2020,65.9,80.0,72.4,60.1,66.21,81.1,36.7,46.0,93.08,,0.34,20.83,0.0,9.8,44.1,1020.9,"Lightning Without Thunder, Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
166,"33.6367,-84.428101",06/15/2020,62.9,79.1,69.1,59.8,73.03,,19.6,37.1,84.88,,0.0,4.17,0.0,9.9,52.6,1021.3,"Lightning Without Thunder, Thunderstorm",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
167,"33.6367,-84.428101",06/16/2020,61.1,74.0,66.4,54.7,66.74,,14.9,20.8,70.0,,0.0,0.0,0.0,9.9,68.3,1021.8,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
168,"33.6367,-84.428101",06/17/2020,59.0,74.9,66.9,55.6,67.68,,12.7,,241.42,,0.0,0.0,0.0,9.9,62.2,1019.3,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
169,"33.6367,-84.428101",06/18/2020,62.0,83.0,73.0,58.9,62.84,82.9,11.4,,194.21,,0.0,0.0,0.0,9.9,50.4,1017.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
170,"33.6367,-84.428101",06/19/2020,68.0,84.8,76.9,61.3,59.77,84.8,10.3,44.7,133.29,,0.0,4.17,0.0,9.9,56.5,1018.2,"Lightning Without Thunder, Mist",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
171,"33.6367,-84.428101",06/20/2020,66.8,89.0,79.6,61.8,56.77,89.1,9.2,17.2,202.0,,0.0,0.0,0.0,9.9,37.2,1017.2,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
172,"33.6367,-84.428101",06/21/2020,70.1,89.1,77.7,65.1,67.4,91.0,30.9,42.4,151.42,,0.02,8.33,0.0,9.9,50.2,1015.9,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
173,"33.6367,-84.428101",06/22/2020,69.1,87.2,75.5,67.2,76.8,90.7,17.0,50.6,210.42,,0.11,20.83,0.0,9.6,55.7,1016.4,"Lightning Without Thunder, Mist, Thunderstorm, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
174,"33.6367,-84.428101",06/23/2020,69.8,84.8,77.2,68.1,74.57,88.8,15.0,24.1,240.17,,0.03,12.5,0.0,9.8,73.0,1012.7,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
175,"33.6367,-84.428101",06/24/2020,69.2,83.0,75.1,66.5,75.27,85.5,11.4,17.2,253.0,,0.07,29.17,0.0,9.7,69.5,1014.5,"Lightning Without Thunder, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
176,"33.6367,-84.428101",06/25/2020,70.1,81.0,74.5,68.6,82.47,84.3,10.3,,246.33,,0.36,37.5,0.0,9.0,73.6,1018.0,"Mist, Light Rain",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
177,"33.6367,-84.428101",06/26/2020,69.2,84.8,75.8,64.7,69.66,87.5,17.2,37.8,279.46,,0.04,4.17,0.0,9.1,60.8,1021.8,Light Rain,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
178,"33.6367,-84.428101",06/27/2020,68.0,86.0,74.9,65.2,72.28,90.2,34.3,41.3,261.83,,0.17,16.67,0.0,8.7,68.8,1018.9,"Mist, Thunderstorm, Rain, Heavy Rain, Light Rain, Smoke Or Haze",33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,"Rain, Partially cloudy",ATL
179,"33.6367,-84.428101",06/28/2020,74.0,89.1,81.3,70.0,70.28,94.4,14.9,20.8,254.25,,0.0,0.0,0.0,9.9,66.1,1015.1,Mist,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
180,"33.6367,-84.428101",06/29/2020,73.1,92.0,82.2,68.0,63.75,98.0,12.7,34.4,281.71,,0.0,0.0,0.0,9.9,48.6,1015.5,,33.6367,-84.428101,"33.6367,-84.428101","33.6367,-84.428101",,Partially cloudy,ATL
